CASE_ID,CATEGORY,CASE_TITLE,CASE_DESCRIPTION,LAST_UPDATE,STATUS,DATE_CREATED,DATE_CLOSED,REQUIRED_ESCALATION
CASE-21258,Technical Support,Unable to Process Payments at Checkout,"I've been having trouble with the payment processing on my online store. Customers are reporting that they can't complete their purchases using credit cards. The system either times out or gives them an error message saying 'Payment Failed'. We've tried different browsers and devices but the issue persists. Please help, as this is affecting my sales significantly.","('Our team found that the issue was related to a recent update in the payment gateway API. We have rolled back the update and tested the checkout process thoroughly. The payment processing is now functioning correctly. Please verify on your end and let us know if there are any further issues.',)",Open,2024-04-15 07:11:16.827004,2024-04-21 06:40:17.827004,False
CASE-90989,Shipping and Delivery,Order #12345 stuck in pending shipment status,"My recent order #12345 has been in the 'Pending Shipment' status for over a week now with no updates. I selected express shipping at checkout, and this is causing me significant inconvenience as it was a gift intended for an upcoming event. Can you please look into this and provide an update on when my order will be shipped?","('Upon investigation, the shipment was delayed due to a processing error in the system. The issue has been resolved, and the order has now been expedited with overnight shipping at no additional cost. Customer has been notified and tracking information has been provided.',)",Resolved,2024-05-01 21:16:22.827004,2024-05-07 09:34:26.827004,False
CASE-51191,Shipping and Delivery,Package Marked as Delivered but Not Received,"I received a notification that my order #123456 was delivered yesterday, but I checked everywhere and did not find any package. This is the first time I have faced such an issue, and I am unsure about how to proceed. Can someone please check on this?","('The support team contacted the courier service and verified the delivery status. A replacement order has been shipped, and the customer has been provided with a new tracking number.',)",Resolved,2024-03-09 13:39:42.827004,2024-03-16 08:59:51.827004,False
CASE-39090,Returns and Refunds,Refund Request for Damaged Product Received,"I recently ordered a blender from your website, but it arrived with a cracked container. I have already contacted the delivery company, and they refused to take responsibility. I would like a full refund or a replacement sent to me as soon as possible.","('The customer was issued a full refund and a replacement blender is being shipped to them, expected to arrive within 5-7 business days.',)",Resolved,2024-04-13 13:02:46.827004,2024-04-14 08:09:49.827004,False
CASE-67011,Returns and Refunds,Request for Refund Due to Faulty Product,"I recently purchased a blender from your website and upon arrival, it was not functioning correctly. The blades do not rotate and there seems to be a mechanical fault. I would like to return the product and request a full refund.","('The case was resolved by issuing a full refund to the customer and arranging a return shipment for the faulty blender. The customer has been notified of the refund and provided with instructions to return the product.',)",Open,2024-03-13 07:42:30.827004,2024-03-19 20:57:47.827004,False
CASE-70620,Order Issues,Order Still Pending After Payment Confirmation,"I placed an order for a laptop two weeks ago and made the payment through my credit card. I received a payment confirmation email immediately, but the order status is still showing as 'Pending' on the website. I need this issue resolved urgently as it was supposed to be a birthday gift.","('Support agent confirmed payment was received, but there was a glitch updating the order status. Issue is now resolved and the item has been shipped. Customer notified and provided with tracking details.',)",Open,2024-06-14 13:56:41.827004,2024-06-17 09:55:16.827004,False
CASE-34433,Promotions and Discounts,Promo Code Not Applying to Checkout,"I tried to use the promo code 'SAVE20NOW' during checkout, but it didn't apply the 20% discount as advertised. I double-checked the terms and conditions, and my items meet all the requirements. Need assistance.","(""Informed customer that the promo code had expired but provided a new code 'NEW20' that grants the same discount. Confirmed that it worked successfully."",)",Resolved,2024-03-22 02:05:29.827004,2024-03-23 06:01:47.827004,False
CASE-37339,Shipping and Delivery,Package Not Delivered Despite Out for Delivery Notification,"I received a notification this morning that my package was out for delivery. However, it's now evening and I have not received it. The tracking information hasn't been updated since the morning either. Can you please help me locate my package?","('Agent contacted the courier service and found that the package was delayed due to an unexpected logistical issue. The package is now rescheduled for delivery tomorrow. Provided updated tracking information to the customer and offered a 10% discount on the next purchase as a goodwill gesture.',)",Resolved,2024-04-07 18:55:45.827004,2024-04-11 02:58:12.827004,False
CASE-87676,Product Inquiry,Inquiry About Size Availability for Summer Dress Collection,"Hello, I am interested in purchasing a few dresses from your summer collection, but I noticed that some sizes appear to be out of stock. Could you please confirm if these sizes will be restocked soon? Specifically, I'm looking for size Medium in the Floral Maxi Dress and size Small in the Striped Sundress. Thank you!","(""Our team has forwarded your inquiry to the inventory management department, and we're happy to inform you that both sizes will be restocked within the next two weeks. We will send you a notification once they are available again."",)",Resolved,2024-04-11 09:04:23.827004,2024-04-16 09:24:24.827004,False
CASE-95431,Order Issues,Missing Item in Delivered Order #123456,"I ordered three items from your store, but only two were delivered. The missing item is a blue cotton t-shirt, size medium. I checked the packaging thoroughly, but it was not included. Please help me resolve this issue as soon as possible.","('Support agent confirmed the missing item and has processed a replacement order. Customer has been notified and given a 10% discount on their next purchase as compensation.',)",Resolved,2024-03-05 06:19:05.827004,2024-03-10 08:09:06.827004,False
CASE-89800,Shipping and Delivery,Package Not Delivered Despite Tracking Showing as Delivered,"I received a notification from the carrier that my package was delivered yesterday, but I have not received it. I checked around my property and asked my neighbors, but there's no sign of the package. The tracking number shows it was delivered successfully. Can you please assist?","('After completing our investigation, we have determined that the package was marked as delivered prematurely. We have initiated a replacement shipment, which will be expedited at no additional cost to you. You should receive the new package within 2-3 business days. We apologize for the inconvenience and appreciate your patience.',)",Resolved,2024-06-11 14:46:24.827004,2024-06-17 12:38:09.827004,False
CASE-18713,Shipping and Delivery,"Package not delivered, showing as 'Out for Delivery' for 5 days",I placed an order a week ago and the tracking shows that it is 'out for delivery' for the past 5 days. I have not received any parcel. Can you please look into this and let me know what is causing the delay?,"('Our team contacted the local delivery service, and they confirmed the package was misrouted. We have corrected the issue and the package is now set for delivery tomorrow. We apologize for the inconvenience caused.',)",Resolved,2024-04-08 15:10:21.827004,2024-04-13 06:34:40.827004,False
CASE-53995,Product Inquiry,Inquiry about compatibility of accessories with the new model of smartphone,"I recently purchased the latest model of your smartphone and am looking to buy additional accessories such as a case, screen protector, and charging dock. Could you please confirm if the accessories listed under the old model are compatible with the new release? I would like to avoid purchasing items that might not fit or work correctly.","('Our support team has reviewed the specifications and verified that while some accessories, such as the charging dock, are compatible with both models, others like cases and screen protectors are not. We recommend checking the product descriptions for specific compatibility notes. Thank you for reaching out!',)",Resolved,2024-05-22 18:12:28.827004,2024-05-23 11:45:48.827004,False
CASE-92202,Product Inquiry,Inquiry about availability of size for leather jacket,"Hello, I'm interested in purchasing the leather jacket listed on your website, but I'm unable to find my size (XL) in the product options. Is this size currently out of stock, or do you foresee it becoming available soon? Additionally, is there any way to receive a notification when it is restocked? Thank you!","('Thank you for reaching out! We have checked the inventory, and unfortunately, size XL is currently out of stock for the leather jacket you are interested in. However, we expect restocking by the end of next week. We have added your email to the notification list, and you will receive an alert once the size XL is available again. Please let us know if there’s anything else we can assist you with.',)",Open,2024-04-08 12:25:32.827004,2024-04-14 07:43:24.827004,False
CASE-13340,Payments and Billing,Double Charge on Credit Card for Single Purchase,"I noticed that my credit card was charged twice for my latest purchase. I only bought one item, but I see two identical transactions in my bank statement. Could you please look into this and issue a refund for the duplicate charge?","('The duplicate charge has been refunded to your credit card. You should see the refund reflected in your account within 3-5 business days. If you have any further issues, please let us know.',)",Open,2024-06-05 21:08:06.827004,2024-06-06 07:09:31.827004,False
CASE-92960,Account Management,Unable to Update Payment Method,"I recently tried to update my payment method on my account, but I keep receiving an error message saying that my card information cannot be processed. I've checked with my bank and there are no issues on their end. Can you please help me resolve this issue? Thank you.","('The issue was caused by a temporary glitch in our payment processing system. We have manually updated the payment method on your account and it should now be working correctly. Please verify and let us know if you encounter any further issues.',)",Open,2024-04-01 06:25:51.827004,2024-04-03 04:53:49.827004,False
CASE-40365,Shipping and Delivery,Package Not Delivered Despite Confirmed Shipment,"I placed an order for a set of kitchen knives two weeks ago. The tracking information shows that the package was shipped and delivered to my address, but I have not received it. I've checked with my neighbors and around my property but found nothing. This needs to be resolved asap.","('Contacted the shipping carrier and confirmed the misdelivery. A replacement shipment has been processed, and the customer has been provided with a new tracking number.',)",Resolved,2024-04-30 10:32:34.827004,2024-05-01 16:31:57.827004,False
CASE-61291,Promotions and Discounts,Promotional Code Not Applying at Checkout,"I received an email with a promotional code for a 20% discount on my next purchase. However, when I enter the code at checkout, the discount is not being applied. I have tried multiple times and checked the terms and conditions to ensure the code is valid. Can you please help resolve this issue?","(""The issue was resolved by manually applying the 20% discount to the customer's order. The promotional code was identified to have a technical glitch, which has been reported to the development team for further investigation. We have also compensated the customer with an additional 10% off for their next purchase as a gesture of goodwill."",)",Resolved,2024-04-28 17:45:19.827004,2024-04-30 15:34:08.827004,False
CASE-51456,Payments and Billing,Duplicate Charges on My Credit Card,I noticed that my credit card was charged twice for the same order. I only made one purchase but I see two identical charges on my statement. Could you please help me resolve this issue and process a refund for the duplicate charge? The order number is #12345.,"('Customer was refunded the duplicate amount, and the issue was confirmed to be a system glitch on our end. The customer has been notified and confirmed receipt of the refund.',)",Resolved,2024-04-07 07:06:21.827004,2024-04-08 12:40:50.827004,True
CASE-81709,Technical Support,Product images not loading on product pages,"When I try to view the product pages on our online store, the images are not loading at all. This issue started happening after our last system update. I've cleared my cache and tried different browsers, but the problem persists. Our customers can't see any product images, and it's severely affecting our sales. Please assist us in resolving this as soon as possible.","('Resolved issue by clearing the CDN cache and re-uploading the images. Tested across multiple browsers and devices; images are now loading correctly. Confirmed with user that the problem is resolved.',)",Closed,2024-05-04 04:07:23.827004,2024-05-09 11:23:36.827004,False
CASE-57057,Payments and Billing,Refund not processed for returned item,I returned an item 3 weeks ago and have not received my refund yet. The tracking number indicates that the package was delivered back to your warehouse. Can you please process my refund as soon as possible?,"('The refund has been processed and should reflect in your account within 3-5 business days. We apologize for the delay.',)",Resolved,2024-04-20 17:58:27.827004,2024-04-22 06:34:50.827004,False
CASE-33703,Returns and Refunds,Request for Refund on Defective Product - Order #567890,"I recently purchased a blender from your website, Order #567890. Upon receiving the product, I found that it was defective and does not turn on. I tried following the troubleshooting steps provided in the manual but to no avail. I would like to return the product and request a full refund. Please advise on the procedure for returns and refunds.","('Support agent reviewed the case and confirmed the defect upon receipt of the returned item. A full refund was processed and a confirmation email was sent to the customer.',)",Resolved,2024-04-17 16:33:12.827004,2024-04-21 14:22:02.827004,False
CASE-93614,Technical Support,Unable to Complete Checkout due to Script Errors,"I'm experiencing issues completing my purchase on your platform. Every time I try to check out, I receive an error message that says 'Script Error' and am unable to proceed any further. I've tried using different browsers and clearing my cache, but the issue persists. This has been very frustrating as I need to urgently complete my purchase. Please assist.","('The issue was resolved by identifying a JavaScript conflict caused by a recent plugin update. The plugin was temporarily disabled, and a permanent fix is being worked on. The customer was informed and successfully completed their purchase.',)",Resolved,2024-06-20 03:13:38.827004,2024-06-26 18:29:44.827004,False
CASE-24284,Shipping and Delivery,Order Delayed Beyond Estimated Delivery Date,"I placed an order two weeks ago, and the estimated delivery date was last Friday. However, the package has not arrived yet, and the tracking information has not been updated in the last few days. I need the order urgently and would like to know the current status and when I can expect it to be delivered.","('Customer service has contacted the shipping provider. The delay was due to unforeseen logistics issues. The package is now expected to be delivered within the next two days. The customer has been informed and will be provided with a shipping fee refund as compensation.',)",Resolved,2024-03-17 15:32:34.827004,2024-03-21 07:25:51.827004,False
CASE-53581,Shipping and Delivery,"Package not delivered, status shows 'in transit' for weeks","I placed an order on September 1st, and the tracking information has not been updated since September 5th. It still shows 'in transit'. I need this package urgently, but there's been no progress. Can you please help me locate and expedite the delivery?","('Contacted the shipping carrier and expedited the search for the missing package. Provided the customer with a temporary solution by reordering the items at no extra cost. Awaiting confirmation from the carrier and will update the customer as soon as we have more information.',)",Resolved,2024-03-06 02:27:29.827004,2024-03-07 11:07:38.827004,False
CASE-21522,Shipping and Delivery,Delayed Package Delivery Beyond Expected Timeframe,"I placed an order two weeks ago and received an estimate that my package would arrive within 5-7 business days. As of today, I still haven't received my package, and the tracking number shows no updates. I need assistance in locating my order and determining the new delivery date. This delay is causing me significant inconvenience as the item was intended for a time-sensitive occasion.","('The package was located at a regional sorting center, and the issue was due to an internal delay. The package has been prioritized for next-day delivery. We apologize for the inconvenience and appreciate your patience.',)",Closed,2024-04-17 22:00:18.827004,2024-04-22 07:29:33.827004,True
CASE-26972,Technical Support,Issue with adding items to the shopping cart,"Whenever I attempt to add an item to my shopping cart, I receive an error message stating that the item cannot be added. I have tried multiple browsers and devices and still face the same issue. This problem has persisted for a few days, and I am unable to make any purchases on the platform. Please help me resolve this as soon as possible.","('The issue was due to a temporary glitch in the cart system which has now been fixed. The customer confirmed that they are now able to add items to the cart without any problems.',)",Resolved,2024-04-06 17:53:38.827004,2024-04-11 06:33:52.827004,False
CASE-51433,Promotions and Discounts,Promo Code Not Applying During Checkout for New Customers,"I tried to use the promo code 'WELCOME20' during checkout, which should give a 20% discount on the first order. However, the discount isn't being applied and the total amount remains the same. I'd appreciate some assistance to get the discount as advertised.","(""The issue was identified as a typo in the database for the promo code eligibility. Corrected the promo code settings and confirmed with the customer that it now works. Customer has successfully applied 'WELCOME20' to their order and received the 20% discount."",)",Resolved,2024-03-23 16:27:58.827004,2024-03-25 20:43:17.827004,False
CASE-29550,Shipping and Delivery,Package Not Delivered but Marked as Delivered,"I was expecting a package today and received a notification that it was delivered. However, the package is nowhere to be found. I checked with my neighbors and around my property, but it's not here. Can you please help me locate my package?","(""The delivery confirmation shows it was left at the front door. I've opened an investigation with our delivery partner to track down the package and ensure it gets to you. Please allow 24-48 hours for the investigation. In the meantime, I've issued a temporary credit to your account for the inconvenience."",)",Resolved,2024-05-15 15:55:15.827004,2024-05-17 12:05:37.827004,False
CASE-11811,Order Issues,Package Delivered to Wrong Address,"I ordered a product last week, and according to the tracking information, it has been delivered. However, it appears that the package was delivered to the wrong address as I did not receive it. Can you please investigate and resend the product to my correct address?","('Customer support has confirmed that the package was mistakenly delivered to a nearby address. We have contacted the courier service, and a replacement order has been shipped to the correct address with expedited shipping. Apologies for the inconvenience.',)",Resolved,2024-04-29 11:20:26.827004,2024-04-30 12:57:07.827004,True
CASE-72169,Shipping and Delivery,Package not delivered after estimated date,"I ordered a laptop from your site on October 5th with an estimated delivery date of October 10th. As of today, October 15th, I have yet to receive my package. Your tracking system shows the package as 'in transit', but there have been no updates for the past five days. I need this laptop urgently for work, so I need to know where my package is and when it will be delivered.","('The package was delayed due to a re-routing issue with the carrier. We have contacted the shipping service, and they confirmed it will be delivered within the next 48 hours. As a gesture of goodwill, we have credited your account with a $20 voucher for future purchases. Please let us know if there is anything else we can assist you with in the meantime.',)",Resolved,2024-04-07 10:58:46.827004,2024-04-08 01:32:56.827004,False
CASE-28778,Shipping and Delivery,Package Arrived Damaged and Partially Opened,"I received my order today, but the box was damaged and partially opened. Several items were missing, and some of the remaining products were broken. I need a replacement or a refund for the missing/broken items.","('Our team has processed a refund for the missing and broken items and will send out replacements for the damaged goods. The customer has been informed and is satisfied with the resolution.',)",Resolved,2024-03-27 08:40:32.827004,2024-03-28 05:32:35.827004,True
CASE-61646,Product Inquiry,Inquiry About Compatibility of Product with EU Plug Standards,"I am interested in purchasing a kitchen appliance from your store, specifically the XYZ model blender. However, as I live in Europe, I need to ensure that this product is compatible with EU plug standards. Can you confirm this for me? Additionally, if it's not compatible, do you offer any kind of adapter or conversion service?","(""The support team has verified that the XYZ model blender comes with a dual-voltage option, making it compatible with both US and EU plugs. We have updated our product description to include this information for future reference. If you need an adapter, we also offer it as a complimentary add-on to your purchase. Please let us know if there's anything else we can assist you with."",)",Resolved,2024-04-04 19:18:48.827004,2024-04-08 09:09:29.827004,False
CASE-30267,Order Issues,"Order not delivered, tracking number invalid",I placed an order two weeks ago and still have not received it. The tracking number provided is showing as invalid when I try to check the shipment status. Please help me locate my package or process a refund.,"('The tracking number was confirmed to be incorrect. We have re-shipped the order with a new tracking number and expedited shipping at no extra cost. The customer has been informed and provided the new tracking details.',)",Closed,2024-06-19 11:13:57.827004,2024-06-25 21:00:44.827004,False
CASE-23854,Product Inquiry,Issue with Size Chart for Winter Jackets,"I was trying to order a winter jacket from your website, but I am confused about the sizes. The size chart provided seems to be different from the one usually used in my country. Could you please clarify the measurements and suggest which size would be the best fit for me? I usually wear a medium size in US standards.","('The support agent has provided detailed measurements for each size and recommended that the customer choose a medium based on their provided size. The customer has acknowledged the information and confirmed they will proceed with the purchase.',)",Resolved,2024-05-22 06:01:25.827004,2024-05-23 18:27:17.827004,False
CASE-18638,Promotions and Discounts,Discount Code Not Applying During Checkout,"I have a discount code that I received via email for 20% off my next purchase. However, when I entered the code at checkout, it said the code was invalid. I've double-checked the code and its validity dates, and everything seems to be in order. Can someone assist with this issue?","(""The discount code was not applied due to a technical glitch in the system. We've fixed the problem, and the customer was able to use the code successfully. Apologized for the inconvenience and offered an additional 5% off for the next purchase."",)",In Progress,2024-04-20 21:59:25.827004,2024-04-23 12:16:20.827004,True
CASE-75840,Shipping and Delivery,Package Not Delivered Despite Out for Delivery Notification,"I received a notification that my package was out for delivery, but it has been 3 days and there is no sign of it. The tracking details haven't been updated since then. I need this item urgently. Can you please help me locate my package?","('The package was located at the local distribution center due to an address labeling error. It has been corrected and is now scheduled for next-day delivery. We apologize for the inconvenience.',)",In Progress,2024-03-19 20:47:03.827004,2024-03-25 05:59:16.827004,False
CASE-23269,Promotions and Discounts,Discount Code Not Applying At Checkout,"I was trying to use the promo code 'SUMMER2023' for a 20% discount on my purchase, but it doesn't seem to be working. The code shows as invalid even though it is advertised on your homepage. Can you help me apply the discount?","(""The promo code 'SUMMER2023' had an expiration date set incorrectly in the system. Corrected the expiration date and verified that the discount now applies correctly. Notified the customer and offered an additional 5% off their next purchase for the inconvenience."",)",Resolved,2024-04-05 09:51:08.827004,2024-04-09 22:08:20.827004,True
CASE-74304,Technical Support,Checkout Button Not Functioning on Mobile App,"When I try to complete a purchase on the mobile app, the checkout button doesn't respond. I've tried reinstalling the app and restarting my phone, but the issue persists. This is preventing me from making any purchases.","('Our technical team has identified a bug in the latest version of the app. A fix has been implemented and will be released in the upcoming app update. Thank you for your patience.',)",Resolved,2024-03-19 19:34:24.827004,2024-03-20 22:14:19.827004,False
CASE-29222,Returns and Refunds,"Received Wrong Item, Need Refund","I ordered a pair of wireless headphones, but I received a different model. I would like to return the wrong item and get a refund. The order number is #12345 and I made the purchase last week.","('Contacted customer to provide a prepaid return label. Once the item is received, a full refund will be issued. Customer acknowledged and agreed to the procedure.',)",Resolved,2024-03-20 07:40:54.827004,2024-03-24 00:31:24.827004,True
CASE-95902,Promotions and Discounts,Discount Code Not Reflecting at Checkout,"I tried applying the 'SUMMER21' discount code during checkout, but the price does not seem to reduce. I ensured it was within the eligible dates and my items qualify for the discount. Can someone please assist?","(""Our technical team identified an issue with the discount code validation system. The bug has been fixed, and the 'SUMMER21' code should now reflect correctly at checkout. Please try again and let us know if you encounter further issues."",)",Resolved,2024-05-11 01:13:44.827004,2024-05-11 14:59:59.827004,False
CASE-60668,Shipping and Delivery,Received Damaged Items in Shipment,"I ordered a set of glassware and upon receiving the package, I found several items were broken. The packaging seemed insufficient for such fragile items. I would like to request a replacement for the broken pieces. Thank you.","(""The replacement items have been shipped and should reach you within 3-5 business days. Apologies for the inconvenience caused. Please let us know if there's anything else we can assist you with."",)",Resolved,2024-06-19 23:20:41.827004,2024-06-26 19:33:03.827004,False
CASE-40186,Shipping and Delivery,Order 12345 Stuck in Transit for Two Weeks,"I placed an order for a new laptop on your website two weeks ago. The tracking information hasn't been updated since three days after I placed the order, and it still shows that the package is in transit. I'm concerned my package has been lost, and I need it urgently for my work. Can you please look into this and provide an update?","(""Hello, we have investigated the issue and found that the package was delayed due to a routing error at the courier's end. We have expedited the delivery, and it should reach you within the next 48 hours. We apologize for the inconvenience."",)",Resolved,2024-03-27 12:28:50.827004,2024-04-02 04:42:11.827004,False
CASE-75448,Account Management,Unable to update email address on account,"I'm trying to update my email address in my account settings, but I keep getting an error message saying 'Email address already in use'. I checked my other email accounts and none of them are registered with this platform. Can someone help me resolve this?","('Support agent verified that the email address was mistakenly flagged as in use due to an old, inactive account. The agent merged the accounts and emailed the customer to confirm the update. Customer successfully updated their email address.',)",Resolved,2024-06-13 17:58:24.827004,2024-06-13 19:23:48.827004,False
CASE-91623,Shipping and Delivery,Package Not Delivered Despite Updated Status,"Hello, I placed an order a week ago, and the tracking status indicates that the package was delivered yesterday, but I have not received anything. I checked around my property and asked my neighbors, but no one has seen the package. Can someone help me figure out where my package is?","('Followed up with the shipping carrier and confirmed that they mistakenly delivered the package to a different address. The package is being rerouted to the correct address and the customer will receive it within the next 2 days. Apologized for the inconvenience and updated the customer accordingly.',)",Resolved,2024-03-22 11:56:24.827004,2024-03-28 06:53:05.827004,False
CASE-88730,Shipping and Delivery,Package Marked as Delivered but Not Received,"I received a notification that my package was delivered today, but I have checked my porch, mailbox, and even asked my neighbors, but it is nowhere to be found. Can someone help me locate my order?","('After conducting an investigation with the carrier, we found that the package was accidentally delivered to the wrong address. We have arranged for a replacement to be sent out immediately with expedited shipping. The customer has been informed and is satisfied with the resolution.',)",Resolved,2024-04-15 02:14:52.827004,2024-04-15 09:39:47.827004,False
CASE-62608,Shipping and Delivery,Package Not Delivered After Expected Date,"I placed an order two weeks ago, and it was supposed to arrive three days ago. The tracking information hasn't been updated for a week, and I haven't received any notifications about delays. Can you please look into this and let me know when I can expect my package?","('Support agent confirmed the package was lost in transit and has issued a full refund to the customer. Additionally, a replacement package has been expedited and is expected to arrive within the next 3 days. Customer has been informed via email.',)",In Progress,2024-03-24 11:51:11.827004,2024-03-27 12:23:27.827004,False
CASE-60521,Shipping and Delivery,Package Not Delivered Despite Tracking Showing Delivered,"I placed an order two weeks ago, and the tracking information shows that the package was delivered three days ago, but I have not received it. I checked with my neighbors and looked around my property but couldn't find it. Can you please help me locate my package or resend the items?","('The delivery carrier confirmed the package was left at the correct address, but the customer did not receive it. A replacement order has been processed and expedited shipping arranged to ensure prompt delivery.',)",Closed,2024-03-27 02:44:19.827004,2024-03-30 13:31:54.827004,False
CASE-40533,Shipping and Delivery,Package Not Delivered Despite Out for Delivery Notification,"I received a notification this morning that my package was out for delivery, but it is now evening and I have not received it. I checked around my neighborhood in case it was left at the wrong address but could not find it. Can you please help me locate my package?","('Contacted the local courier and discovered the package was mistakenly left at a different address. The courier will retrieve it and deliver it to the correct address by tomorrow. Informed the customer of the new delivery timeline and apologized for the inconvenience.',)",Closed,2024-04-07 17:08:51.827004,2024-04-13 06:21:19.827004,False
CASE-62220,Shipping and Delivery,Package not delivered despite marked as 'Delivered',"I received an email notification stating that my package was delivered, but I have not received anything. I checked around my porch and with my neighbors, but there's no sign of it. Could you help me locate my package or determine what happened?","(""We've contacted the delivery service and confirmed that the package was left at an incorrect address. We've arranged for a replacement shipment to be sent out to you as soon as possible. Apologies for the inconvenience."",)",Resolved,2024-06-05 08:11:46.827004,2024-06-11 04:40:35.827004,False
CASE-57651,Shipping and Delivery,Order Not Delivered After Estimated Date,"I placed an order for a laptop two weeks ago, and it was supposed to be delivered by now. However, the tracking information hasn't been updated for five days and I'm getting worried. Can you please help me find out where my package is and when it will arrive?","('The package was delayed due to a logistic error at the sorting facility. It has been located and is now out for delivery. The customer has been notified and provided with the updated tracking information.',)",Resolved,2024-05-09 16:33:52.827004,2024-05-10 17:54:43.827004,False
CASE-45912,Shipping and Delivery,Expedited Order Stuck in Transit for Over a Week,"I placed an order with expedited shipping, but it's been over a week and the tracking information shows the package is still in transit. Can someone please help me locate my order or issue a refund? I needed these items urgently.","(""Resolved: The package was delayed due to a logistics error at the carrier's end. We have contacted the carrier and expedited the delivery. Additionally, we have refunded the shipping cost as a goodwill gesture."",)",Resolved,2024-03-25 14:35:58.827004,2024-03-29 20:57:35.827004,False
CASE-27812,Shipping and Delivery,Package Not Delivered Despite Scheduled Delivery Date,"I placed an order two weeks ago, and it was supposed to be delivered three days ago. The tracking information has not been updated in the past week, and I have not received any further updates regarding the delivery status. Please help me locate my package as soon as possible.","('Contacted the shipping carrier and confirmed that the package was misplaced in transit. A replacement order has been shipped with expedited delivery. Provided the customer with the new tracking number and an estimated delivery date.',)",Closed,2024-06-22 07:56:48.827004,2024-06-29 00:29:39.827004,True
CASE-24030,Returns and Refunds,Refund Request for Damaged Item Delivered,"I received my order yesterday, and the item was damaged upon arrival. The packaging was intact, so it seems the product was already damaged before shipping. I would like to request a refund or an exchange for this item as soon as possible. I have attached photos of the damage for reference.","(""Support agent confirmed the item was damaged and processed a full refund to the customer's original payment method. Customer has been informed about the refund process and timeline."",)",Open,2024-03-30 00:23:33.827004,2024-03-31 20:10:16.827004,False
CASE-54348,Promotions and Discounts,Coupon code not applying to my order,"I received a coupon code in my email for 20% off my next purchase, but when I try to apply it at checkout, it's not working. The code is XYZ123. I have tried it on several items, but it keeps saying 'Invalid code'. Can you please help me redeem this discount?","('Agent confirmed the coupon code had expired. As a gesture of goodwill, a new 20% discount code was generated and sent to the customer. The customer successfully applied the new code and completed the purchase.',)",In Progress,2024-04-09 02:11:55.827004,2024-04-12 11:23:01.827004,False
CASE-14276,Shipping and Delivery,Package Delayed: Missing Estimated Delivery Date,"I ordered a product over a week ago, and the estimated delivery date has already passed. The tracking information hasn't been updated in several days, and the package seems to be stuck in transit. I've been waiting for this item urgently as it's a birthday gift. Could you please look into this matter and provide an update on when I can expect to receive my order?","(""The issue has been identified as a carrier delay. I've contacted the shipping company, and they have expedited the package. It is now scheduled to be delivered within the next 48 hours. Apologies for the inconvenience caused."",)",Resolved,2024-03-13 13:43:46.827004,2024-03-16 16:15:06.827004,False
CASE-12959,Shipping and Delivery,Package delayed beyond estimated delivery date,"I placed an order two weeks ago, and the estimated delivery date was last Friday. However, I still haven't received my package. The tracking number shows no new updates for the past five days. I need this item urgently for a gift. Can someone please assist me in locating my package or provide a refund if the package has been lost?","('The package was found to be delayed due to unforeseen weather conditions. We have expedited the shipping process and the package is now scheduled for delivery by tomorrow. The customer has been informed and a partial refund for the inconvenience has been processed.',)",Resolved,2024-06-09 04:54:37.827004,2024-06-10 02:26:26.827004,False
CASE-60129,Returns and Refunds,Refund not issued for returned item,"I returned a pair of shoes last month following the instructions provided. The item was received by your warehouse two weeks ago, but I still haven't received a refund. I would like to know the status of my refund and why it is taking so long.","(""The refund has been processed successfully. The funds should reflect in the customer's account within the next 3-5 business days. Apologies for the delay and any inconvenience caused."",)",Open,2024-04-11 19:07:06.827004,2024-04-11 19:17:28.827004,False
CASE-34133,Promotions and Discounts,Discount Code Not Applying at Checkout,"I received an email with a 20% discount code for my next purchase, but when I enter the code at checkout, it says the code is invalid. I have double-checked and made sure that my items are eligible for the discount. Can you please help me resolve this issue?","(""The discount code was verified and applied successfully to the customer's order. Customer advised to clear browser cache if issue occurs again."",)",Resolved,2024-03-28 02:51:58.827004,2024-03-30 22:04:06.827004,False
CASE-36432,Shipping and Delivery,Package not delivered to the specified address,"I placed an order two weeks ago, and it was supposed to be delivered to my home address. However, I received a notification that the package has been delivered, but I didn't receive anything. I've checked with my neighbors and around my house, but there's no sign of the package. Can you help me locate it or arrange a reshipment?","('Support Agent: We have investigated the issue and found that the package was delivered to a neighboring address by mistake. We have contacted the neighbor and arranged for the package to be handed over to you. Please confirm once you receive it. Thank you for your patience.',)",Resolved,2024-06-19 23:55:45.827004,2024-06-25 17:57:26.827004,True
CASE-52039,Returns and Refunds,Incorrect product received and requesting a refund,"I ordered a pair of blue running shoes, but received black casual shoes instead. I want to return the incorrect item and get a refund. Please help me with the return process.","('Support has approved your return request. A return shipping label has been sent to your email. Please send the incorrect item back and your refund will be processed within 3-5 business days after we receive the return.',)",Resolved,2024-06-17 08:21:54.827004,2024-06-18 21:33:25.827004,False
CASE-74792,Shipping and Delivery,Package marked as delivered but not received,"I received an email stating that my package was delivered today, but I haven't received anything. I've checked around my front door and with my neighbors, but there's no sign of it. Could you please help me track it down?","(""Reviewed the delivery logs and confirmed the package was left at the customer's doorstep. Advised the customer to check with the local post office and provided a claim form in case the package is lost. Awaiting the customer's feedback."",)",Resolved,2024-06-07 19:06:53.827004,2024-06-12 22:41:19.827004,False
